% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, further/more values", seed=969888, Thu Sep 25 17:53:20 2025, <python>{}</python>
1 50 0.9412086341065992 1.0000495012251451 -35.042228734961306 -3.5042228734961306e+01 -33.04807330137202 -28.319771897376622 3.5495249970615355 -34.09442115765792 nan   
2 100 0.9000016400885935 1.029254068985034 -35.443683634328956 -3.5443683634328956e+01 -33.019914006227985 -28.385940219485086 3.4232828925611685 -33.80513742282221 nan   
3 150 0.8723732038499598 1.0326182314646277 -35.443683634328956 -3.5129184504088087e+01 -33.29658486240994 -29.210946991400775 2.1644678244863726 -33.75897301851527 nan   
4 200 0.8514228688320075 1.0368164240279212 -35.443683634328956 -3.4759223659453383e+01 -32.61696104647118 -29.00467869622633 3.665975390281808 -33.915225498696856 nan   
5 250 0.8308660747426586 1.041159106632778 -35.443683634328956 -3.4865719534758199e+01 -33.04059418263091 -28.089929645708004 3.284956501669484 -34.030271122036645 nan   
6 300 0.8188145961943705 1.047703695843279 -35.550561295853726 -3.5550561295853726e+01 -33.02509483695608 -28.715793493916976 2.6854574509193085 -34.2135691050546 nan   
7 350 0.8150782882362688 1.0499680349783034 -35.631650456186534 -3.5631650456186534e+01 -33.84221752431824 -28.75783733581154 1.1655422490574168 -34.35148144592407 nan   
8 400 0.8118463754093066 1.0583278853152376 -35.631650456186534 -3.5324698010316517e+01 -33.78495757682677 -30.195647457220915 1.0484431611109244 -34.18055737094248 nan   
9 450 0.8094170455599905 1.0625473093469837 -35.631650456186534 -3.5505125553923385e+01 -34.18143278432399 -29.94578407327944 0.7599917339269311 -34.46343238980998 nan   
10 500 0.8101996142644337 1.0683977669769178 -35.631650456186534 -3.4941909602395867e+01 -34.0519783478406 -29.69654958862222 0.9363413544489347 -34.482619715708765 nan   
11 550 0.8078266828410864 1.07501319061616 -35.631650456186534 -3.5526046101975851e+01 -34.1836735459051 -29.346943619946558 0.8255574434465203 -34.65076046748593 nan   
12 600 0.8159095156570254 1.0813387007032527 -35.74478650100224 -3.5744786501002238e+01 -34.067604179723084 -29.075335220700087 0.8202842127266905 -34.546857221317914 nan   
